,subj,chunk,early,late,axis
355,0112173_neurosketch,10,0.34999999999999998,0.47619047619047616,chair_table
356,0113171_neurosketch,10,0.69999999999999996,0.61904761904761907,bed_chair
357,0115172_neurosketch,10,0.29999999999999999,0.61904761904761907,bed_table
358,0115174_neurosketch,10,0.80000000000000004,0.80952380952380953,bench_chair
359,0117171_neurosketch,10,0.29999999999999999,0.23809523809523808,bench_table
360,0118171_neurosketch,10,0.55000000000000004,0.42857142857142855,chair_table
361,0118172_neurosketch,10,0.59999999999999998,0.80952380952380953,chair_table
362,0119171_neurosketch,10,0.45000000000000001,0.7142857142857143,bed_bench
363,0119172_neurosketch,10,0.55000000000000004,0.33333333333333331,bed_chair
364,0119173_neurosketch,10,0.69999999999999996,0.66666666666666663,bed_table
365,0119174_neurosketch,10,0.80000000000000004,0.5714285714285714,bench_chair
366,0120171_neurosketch,10,0.75,0.66666666666666663,bench_table
367,0120172_neurosketch,10,0.75,0.80952380952380953,chair_table
368,0120173_neurosketch,10,0.55000000000000004,0.61904761904761907,bed_bench
369,0123171_neurosketch,10,0.65000000000000002,0.7142857142857143,bed_table
370,0123172_neurosketch,10,0.5,0.7142857142857143,bench_chair
371,0123173_neurosketch,10,0.55000000000000004,0.52380952380952384,bench_table
372,0124171_neurosketch,10,0.55000000000000004,0.42857142857142855,chair_table
373,0125171_neurosketch,10,0.59999999999999998,0.66666666666666663,bench_chair
374,0125172_neurosketch,10,0.69999999999999996,0.5714285714285714,bed_chair
375,1121161_neurosketch,10,0.45000000000000001,0.42857142857142855,bed_table
376,1130161_neurosketch,10,0.65000000000000002,0.66666666666666663,bench_chair
377,1201161_neurosketch,10,0.45000000000000001,0.47619047619047616,bench_table
378,1202161_neurosketch,10,0.69999999999999996,0.61904761904761907,bed_chair
379,1203161_neurosketch,10,0.69999999999999996,0.80952380952380953,chair_table
380,1206161_neurosketch,10,0.55000000000000004,0.76190476190476186,bed_bench
